tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
UEFA Euro Qualifiers,1412880300,Oct 09 2014 - 6:45pm,complete,Å tadiÃ³n Pod DubÅˆom,9478,Slovakia,Spain,,2,3,3,2.2,2.7,2,1,3,1,1,0,17;87,82,3,19,4,0,3,0,2,2,1,2,3,11,2,6,1,5,13,17,,,,
UEFA Euro Qualifiers,1412880300,Oct 09 2014 - 6:45pm,complete,Wembley Stadium,55990,England,San Marino,,2,3,0,3,0.1,5,0,5,2,2,0,25;43;49;72;78,,16,0,1,0,2,0,1,0,1,1,22,2,16,0,6,2,15,7,75,25,,
UEFA Euro Qualifiers,1412880300,Oct 09 2014 - 6:45pm,complete,Vilniaus LFF stadionas,4780,Lithuania,Estonia,,2,3,3,1,1,1,0,1,0,0,0,76,,4,6,2,0,2,1,0,2,1,2,8,9,5,5,3,4,18,12,53,47,,
UEFA Euro Qualifiers,1412880300,Oct 09 2014 - 6:45pm,complete,Ljudski vrt,8500,Slovenia,Switzerland,,2,0,0,1.42,2.1,1,0,1,0,0,0,79,,2,10,2,0,1,0,1,1,0,1,6,16,0,6,6,10,17,12,,,,
UEFA Euro Qualifiers,1412880300,Oct 09 2014 - 6:45pm,complete,Rheinpark Stadion,2790,Liechtenstein,Montenegro,,2,0,3,0.5,1.1,0,0,0,0,0,0,,,0,10,3,0,1,0,0,3,0,1,5,25,2,11,3,14,9,15,,,,
UEFA Euro Qualifiers,1412880300,Oct 09 2014 - 6:45pm,complete,Stadionul Zimbru,9381,Moldova,Austria,,2,0,1,0.2,2.8,1,2,3,2,1,1,27,11;51,3,5,2,0,3,1,1,1,2,2,7,12,3,10,4,2,17,9,,,,
UEFA Euro Qualifiers,1412880300,Oct 09 2014 - 6:45pm,complete,Friends Arena,49023,Sweden,Russia,,2,1,3,1.83,2,1,1,2,1,0,1,49,10,6,3,3,0,2,0,1,2,1,1,7,9,3,4,4,5,13,11,43,57,,
UEFA Euro Qualifiers,1412966700,Oct 10 2014 - 6:45pm,complete,Stadions Skonto,6354,Latvia,Iceland,,2,1,3,0.5,2,0,3,3,0,0,0,,66;77;90,1,5,3,1,0,0,1,3,0,0,10,12,4,3,6,9,19,8,,,,
UEFA Euro Qualifiers,1412966700,Oct 10 2014 - 6:45pm,complete,Amsterdam ArenA (Amsterdam),47500,Netherlands,Kazakhstan,,2,0,1,1.3,0.5,3,1,4,1,0,1,62;82;89,17,8,1,0,0,3,1,0,0,1,3,19,2,7,0,12,2,1,14,,,,
UEFA Euro Qualifiers,1412966700,Oct 10 2014 - 6:45pm,complete,Ãœlker Stadyumu FenerbahÃ§e ÅžÃ¼krÃ¼ SaracoÄŸlu Spor Kompleksi,24007,Turkey,Czech Republic,,2,0,3,1.8,2.2,1,2,3,2,1,1,8,16;58,4,1,1,0,0,0,0,1,0,0,12,6,7,4,5,2,10,13,,,,
UEFA Euro Qualifiers,1412966700,Oct 10 2014 - 6:45pm,complete,Stade Roi Baudouin,45459,Belgium,Andorra,,2,0,0,2.3,0,6,0,6,3,3,0,31;34;37;59;65;68,,12,0,0,0,4,0,0,0,2,2,23,2,12,0,11,2,12,8,87,13,,
UEFA Euro Qualifiers,1412966700,Oct 10 2014 - 6:45pm,complete,Neo GSP (NicosÃ­a (LevkosÃ­a)),19164,Cyprus,Israel,,2,3,0,1.2,1.3,1,2,3,2,0,2,67,38;45,9,2,1,0,4,0,0,1,0,4,6,14,4,5,2,9,10,11,,,,
UEFA Euro Qualifiers,1412966700,Oct 10 2014 - 6:45pm,complete,Cardiff City Stadium,30741,Wales,Bosnia-Herzegovina,,2,3,0,2.1,1.5,0,0,0,0,0,0,,,6,6,3,0,3,0,0,3,2,1,10,14,3,10,7,4,11,11,38,62,,
UEFA Euro Qualifiers,1412966700,Oct 10 2014 - 6:45pm,complete,Stadion Vasil Levski,29733,Bulgaria,Croatia,,2,3,3,1.1,2.1,0,1,1,1,0,1,,36,9,5,1,0,3,0,1,0,1,2,8,5,3,3,5,2,10,14,50,50,,
UEFA Euro Qualifiers,1412966700,Oct 10 2014 - 6:45pm,complete,Stadio Renzo Barbera,33000,Italy,Azerbaijan,,2,3,0,2.4,0.6,2,1,3,1,1,0,44;82,77,9,1,2,0,2,0,1,1,1,1,11,2,3,2,8,0,16,16,,,,
UEFA Euro Qualifiers,1412966700,Oct 10 2014 - 6:45pm,complete,Ta'Qali National Stadium,8076,Malta,Norway,,2,0,0,0.2,1.58,0,3,3,2,0,2,,22;26;49,0,3,1,0,0,0,0,1,0,0,5,7,3,5,2,2,7,12,,,,
UEFA Euro Qualifiers,1413043200,Oct 11 2014 - 4:00pm,complete,Aviva Stadium,35123,Republic of Ireland,Gibraltar,,2,3,0,1.83,0,7,0,7,3,3,0,6;14;18;46;51;53;56,,10,4,0,0,0,0,0,0,0,0,12,5,8,4,4,1,6,8,67,33,,
UEFA Euro Qualifiers,1413043200,Oct 11 2014 - 4:00pm,complete,Ibrox Stadium,34719,Scotland,Georgia,,2,0,0,1.5,0.9,1,0,1,1,1,0,28,,9,3,2,0,2,0,1,1,0,2,16,5,7,0,9,5,17,14,63,37,,
UEFA Euro Qualifiers,1413043200,Oct 11 2014 - 4:00pm,complete,Arena NaÅ£ionalÄƒ,52000,Romania,Hungary,,2,3,0,2,1.83,1,1,2,1,1,0,45,82,4,4,5,0,7,0,2,3,1,6,5,4,2,2,3,2,14,13,55,45,,
UEFA Euro Qualifiers,1413043200,Oct 11 2014 - 4:00pm,complete,Vazgen Sargsyan anvan Hanrapetakan Marzadasht,8500,Armenia,Serbia,,2,0,0,0.25,0.88,1,1,2,0,0,0,73,90,5,5,1,0,2,0,0,1,1,1,10,11,4,6,6,5,12,14,45,55,,
UEFA Euro Qualifiers,1413053100,Oct 11 2014 - 6:45pm,complete,Stadion Narodowy,56934,Poland,Germany,,2,3,3,2.1,2.2,2,0,2,0,0,0,51;88,,0,6,3,0,2,0,1,2,1,1,5,22,3,13,2,9,18,12,,,,
UEFA Euro Qualifiers,1413053100,Oct 11 2014 - 6:45pm,complete,Helsingin olympiastadion,26548,Finland,Greece,,2,3,0,1.2,0.6,1,1,2,1,0,1,55,24,6,3,3,0,3,0,1,2,2,1,8,10,3,5,5,5,10,9,,,,
UEFA Euro Qualifiers,1413053100,Oct 11 2014 - 6:45pm,complete,Windsor Park,10049,Northern Ireland,Faroe Islands,,2,3,0,2.1,0.6,2,0,2,2,2,0,6;20,,6,4,1,0,1,0,1,0,1,0,20,2,8,0,12,2,14,14,,,,
UEFA Euro Qualifiers,1413053100,Oct 11 2014 - 6:45pm,complete,Elbasan Arena,11330,Albania,Denmark,,2,3,3,1.75,1.3,1,1,2,1,1,0,38,81,2,1,0,0,0,0,0,0,0,0,8,10,2,4,6,6,8,9,38,62,,
UEFA Euro Qualifiers,1413129600,Oct 12 2014 - 4:00pm,complete,Arena L'viv (L'viv),33978,Ukraine,North Macedonia,,3,1.5,1.5,1.92,0.4,1,0,1,1,1,0,45+2,,3,11,4,0,5,0,2,2,2,3,17,11,6,5,11,6,14,18,,,,
UEFA Euro Qualifiers,1413129600,Oct 12 2014 - 4:00pm,complete,A. Le Coq Arena,10195,Estonia,England,,3,1.5,3,1,3,0,1,1,0,0,0,,73,1,5,1,1,3,0,1,1,1,2,8,15,4,6,4,9,15,9,,,,
UEFA Euro Qualifiers,1413129600,Oct 12 2014 - 4:00pm,complete,Ernst-Happel-Stadion,44200,Austria,Montenegro,,3,2,2,2.8,1.1,1,0,1,1,1,0,24,,9,3,2,0,3,0,0,2,1,2,13,9,8,2,5,7,12,19,,,,
UEFA Euro Qualifiers,1413129600,Oct 12 2014 - 4:00pm,complete,Otkrytiye Arena,30017,Russia,Moldova,,3,2,0,2,0.2,1,1,2,0,0,0,73,74,8,2,0,0,3,0,0,0,1,2,15,5,5,4,10,1,7,8,61,39,,
UEFA Euro Qualifiers,1413139500,Oct 12 2014 - 6:45pm,complete,Borisov Arena,3684,Belarus,Slovakia,,3,0.5,3,1.1,2.2,1,3,4,0,0,0,79,65;83;90+2,6,3,2,0,1,0,0,2,0,1,10,9,3,5,7,4,18,11,,,,
UEFA Euro Qualifiers,1413139500,Oct 12 2014 - 6:45pm,complete,Stade Josy Barthel,8125,Luxembourg,Spain,,3,0.5,1.5,0.4,2.7,0,4,4,2,0,2,,27;42;69;88,4,6,2,0,2,0,1,1,0,2,10,12,7,4,3,8,16,7,,,,
UEFA Euro Qualifiers,1413139500,Oct 12 2014 - 6:45pm,complete,Vilniaus LFF stadionas,4250,Lithuania,Slovenia,,3,3,1.5,1,1.42,0,2,2,2,0,2,,33;37,4,1,4,0,1,0,2,2,1,0,10,7,4,3,6,4,10,11,50,50,,
UEFA Euro Qualifiers,1413139500,Oct 12 2014 - 6:45pm,complete,Friends Arena,22528,Sweden,Liechtenstein,,3,1,0.5,1.83,0.5,2,0,2,1,1,0,34;46,,10,0,0,0,2,0,0,0,0,2,23,4,10,2,13,2,13,15,71,29,,
UEFA Euro Qualifiers,1413216000,Oct 13 2014 - 4:00pm,complete,Astana Arena,13752,Kazakhstan,Czech Republic,,3,0.5,3,0.5,2.2,2,4,6,2,0,2,84;90+1,13;44;56;88,2,2,2,0,2,0,1,1,1,1,13,4,4,2,9,2,14,7,,,,
UEFA Euro Qualifiers,1413225900,Oct 13 2014 - 6:45pm,complete,LaugardalsvÃ¶llur,9760,Iceland,Netherlands,,3,3,1.5,2,1.3,2,0,2,2,2,0,10;42,,2,5,0,0,1,0,0,0,0,1,4,8,2,3,2,5,15,8,,,,
UEFA Euro Qualifiers,1413225900,Oct 13 2014 - 6:45pm,complete,Stadions Skonto,6442,Latvia,Turkey,,3,0.5,0,0.5,1.8,1,1,2,0,0,0,54,47,3,6,3,1,4,0,2,2,0,4,9,16,5,6,4,10,15,7,,,,
UEFA Euro Qualifiers,1413225900,Oct 13 2014 - 6:45pm,complete,Estadi Nacional,2032,Andorra,Israel,,3,0,3,0,1.3,1,4,5,3,1,2,15,3;41;82;90+6,1,12,2,0,1,0,1,1,1,0,4,14,4,5,0,9,11,11,29,71,,
UEFA Euro Qualifiers,1413225900,Oct 13 2014 - 6:45pm,complete,Stadion Bilino Polje,12070,Bosnia-Herzegovina,Belgium,,3,0.5,3,1.5,2.3,1,1,2,1,1,0,28,51,6,6,0,0,1,0,0,0,0,1,10,14,4,7,6,7,10,8,,,,
UEFA Euro Qualifiers,1413225900,Oct 13 2014 - 6:45pm,complete,Cardiff City Stadium,21273,Wales,Cyprus,,3,2,1.5,2.1,1.2,2,1,3,3,2,1,13;23,36,8,1,4,1,5,0,2,3,2,3,16,9,8,3,8,6,9,16,,,,
UEFA Euro Qualifiers,1413225900,Oct 13 2014 - 6:45pm,complete,Stadion Gradski vrt,16021,Croatia,Azerbaijan,,3,3,0,2.1,0.6,6,0,6,4,4,0,11;34;45;45+1;56;61,,4,3,0,0,3,0,0,0,2,1,14,7,4,0,10,7,7,12,,,,
UEFA Euro Qualifiers,1413225900,Oct 13 2014 - 6:45pm,complete,Ta'Qali National Stadium,16942,Malta,Italy,,3,0,3,0.2,2.4,0,1,1,1,0,1,,23,2,7,1,1,1,1,2,0,1,1,5,11,2,4,3,7,8,14,,,,
UEFA Euro Qualifiers,1413225900,Oct 13 2014 - 6:45pm,complete,Ullevaal Stadion,18990,Norway,Bulgaria,,3,1.5,1.5,1.58,1.1,2,1,3,2,1,1,13;72,43,5,3,2,0,3,0,0,2,0,3,7,4,3,0,4,4,12,18,49,51,,
UEFA Euro Qualifiers,1413312300,Oct 14 2014 - 6:45pm,complete,VELTINS-Arena,51204,Germany,Republic of Ireland,,3,1.5,3,2.2,1.83,1,1,2,0,0,0,71,90+4,9,1,1,0,2,0,0,1,1,1,15,2,8,2,7,0,11,10,63,37,,
UEFA Euro Qualifiers,1413312300,Oct 14 2014 - 6:45pm,complete,EstÃ¡dio Do Algarve (SÃ£o JoÃ£o da Venda),281,Gibraltar,Georgia,,3,0,0,0,0.9,0,3,3,2,0,2,,9;20;69,6,5,3,0,2,0,2,1,0,2,4,10,3,8,1,2,16,9,,,,
UEFA Euro Qualifiers,1413312300,Oct 14 2014 - 6:45pm,complete,Stadion Narodowy,55197,Poland,Scotland,,3,3,1.5,2.1,1.5,2,2,4,2,1,1,12;76,18;57,7,2,2,0,1,0,0,2,0,1,10,4,3,2,7,2,13,9,50,50,,
UEFA Euro Qualifiers,1413312300,Oct 14 2014 - 6:45pm,complete,Stadio Olimpico di Serravalle,2289,San Marino,Switzerland,,3,0,0,0.1,2.1,0,4,4,3,0,3,,10;24;30;79,2,12,2,0,1,0,0,2,1,0,5,23,3,12,2,11,14,7,,,,
UEFA Euro Qualifiers,1413312300,Oct 14 2014 - 6:45pm,complete,TÃ³rsvÃ¸llur,2000,Faroe Islands,Hungary,,3,0,0.5,0.6,1.83,0,1,1,1,0,1,,21,,,3,0,1,0,2,1,0,1,,,,,,,,,,,,
UEFA Euro Qualifiers,1413312300,Oct 14 2014 - 6:45pm,complete,Helsingin olympiastadion,19408,Finland,Romania,,3,2,2,1.2,2,0,2,2,0,0,0,,54;83,3,7,1,1,2,0,0,2,2,0,4,10,2,5,2,5,7,10,53,47,,
UEFA Euro Qualifiers,1413312300,Oct 14 2014 - 6:45pm,complete,Stadio Georgios KaraiskÃ¡ki,18726,Greece,Northern Ireland,,3,0.5,3,0.6,2.1,0,2,2,1,0,1,,9;51,2,3,3,0,1,0,1,2,1,0,20,3,8,2,12,1,14,12,65,35,,
UEFA Euro Qualifiers,1413312300,Oct 14 2014 - 6:45pm,complete,Telia Parken,36562,Denmark,Portugal,,3,2,0,1.3,2.63,0,1,1,0,0,0,,90+5,2,4,0,0,1,0,0,0,0,1,7,14,2,5,5,9,15,15,60,40,,
UEFA Euro Qualifiers,1413312300,Oct 14 2014 - 6:45pm,complete,Stadion Partizana,,Serbia,Albania,,3,1,2,0.88,1.75,0,3,3,0,0,0,,,1,3,1,0,1,0,1,0,1,0,5,4,0,3,5,1,10,6,,,,
UEFA Euro Qualifiers,1415984400,Nov 14 2014 - 5:00pm,complete,Boris Paichadze Dinamo Arena,25635,Georgia,Poland,,4,1,2.33,0.9,2.1,0,4,4,0,0,0,,51;71;73;90+2,4,4,2,0,3,0,0,2,0,3,11,10,0,5,11,5,10,20,,,,
UEFA Euro Qualifiers,1415994300,Nov 14 2014 - 7:45pm,complete,Max-Morlock-Stadion,43520,Germany,Gibraltar,,4,1.33,0,2.2,0,4,0,4,3,3,0,12;29;38;67,,20,2,0,0,0,0,0,0,0,0,26,4,7,4,19,0,4,11,,,,
UEFA Euro Qualifiers,1415994300,Nov 14 2014 - 7:45pm,complete,Celtic Park,59239,Scotland,Republic of Ireland,,4,1.33,2.33,1.5,1.83,1,0,1,0,0,0,75,,3,8,2,0,4,0,1,1,2,2,9,9,2,5,7,4,10,19,,,,
UEFA Euro Qualifiers,1415994300,Nov 14 2014 - 7:45pm,complete,Stadio Georgios KaraiskÃ¡ki,16821,Greece,Faroe Islands,,4,0.33,0,0.6,0.6,0,1,1,0,0,0,,61,12,1,1,0,3,0,0,1,1,2,20,10,6,6,14,4,11,20,,,,
UEFA Euro Qualifiers,1415994300,Nov 14 2014 - 7:45pm,complete,Groupama ArÃ©na,19600,Hungary,Finland,,4,1.33,1.33,1.83,1.2,1,0,1,0,0,0,84,,1,5,3,0,1,0,1,2,0,1,7,9,3,3,4,6,11,16,,,,
UEFA Euro Qualifiers,1415994300,Nov 14 2014 - 7:45pm,complete,Arena NaÅ£ionalÄƒ,28892,Romania,Northern Ireland,,4,2.33,3,2,2.1,2,0,2,0,0,0,74;79,,9,3,3,0,2,0,0,3,1,1,7,7,4,4,3,3,8,9,,,,
UEFA Euro Qualifiers,1415994300,Nov 14 2014 - 7:45pm,complete,EstÃ¡dio Do Algarve (SÃ£o JoÃ£o da Venda),21042,Portugal,Armenia,,4,1.5,0.5,2.63,0.25,1,0,1,0,0,0,72,,7,2,5,0,2,0,3,2,1,1,14,9,5,7,9,2,17,17,,,,
UEFA Euro Qualifiers,1415994300,Nov 14 2014 - 7:45pm,complete,Stadion Partizana,,Serbia,Denmark,,4,0.5,1.33,0.88,1.3,1,3,4,1,1,0,4,60;62;85,3,2,0,0,3,0,0,0,0,3,6,9,3,5,3,4,12,18,45,55,,
UEFA Euro Qualifiers,1416070800,Nov 15 2014 - 5:00pm,complete,Stade Josy Barthel,4379,Luxembourg,Ukraine,,4,0.33,2,0.4,1.92,0,3,3,1,0,1,,33;53;56,3,6,1,0,2,0,1,0,2,0,11,14,6,7,5,7,16,10,,,,
UEFA Euro Qualifiers,1416070800,Nov 15 2014 - 5:00pm,complete,Wembley Stadium,82309,England,Slovenia,,4,3,2,3,1.42,3,1,4,0,0,0,59;66;72,58,9,2,4,0,1,0,0,4,0,1,9,5,3,0,6,5,16,10,,,,
UEFA Euro Qualifiers,1416070800,Nov 15 2014 - 5:00pm,complete,Stadio Olimpico di Serravalle,759,San Marino,Estonia,,4,0,1,0.1,1,0,0,0,0,0,0,,,6,11,2,0,3,0,1,1,1,2,10,19,3,3,7,16,7,15,,,,
UEFA Euro Qualifiers,1416070800,Nov 15 2014 - 5:00pm,complete,Ernst-Happel-Stadion,47500,Austria,Russia,,4,2.33,1.67,2.8,2,1,0,1,0,0,0,73,,6,4,1,0,2,0,0,1,1,1,9,9,7,3,2,6,16,11,,,,
UEFA Euro Qualifiers,1416070800,Nov 15 2014 - 5:00pm,complete,Stadionul Zimbru,6843,Moldova,Liechtenstein,,4,0.33,0.33,0.2,0.5,0,1,1,0,0,0,,74,3,1,0,0,2,0,0,0,0,2,19,4,10,3,9,1,13,11,70,30,,
UEFA Euro Qualifiers,1416080700,Nov 15 2014 - 7:45pm,complete,Telekom Arena (Skopje),11322,North Macedonia,Slovakia,,4,1,3,0.4,2.2,0,2,2,2,0,2,,25;38,5,5,1,0,1,0,0,1,0,1,16,8,9,4,7,4,11,18,,,,
UEFA Euro Qualifiers,1416080700,Nov 15 2014 - 7:45pm,complete,Estadio Nuevo Colombino,19249,Spain,Belarus,,4,2,0.33,2.7,1.1,3,0,3,2,2,0,18;19;55,,2,5,1,0,3,0,1,0,2,1,3,6,0,2,3,4,4,9,71,29,,
UEFA Euro Qualifiers,1416080700,Nov 15 2014 - 7:45pm,complete,Kybunpark,17300,Switzerland,Lithuania,,4,1,2,2.1,1,4,0,4,0,0,0,66;68;80;90,,9,2,2,0,1,0,1,1,1,0,17,5,10,2,7,3,7,14,,,,
UEFA Euro Qualifiers,1416080700,Nov 15 2014 - 7:45pm,complete,Stadion Pod Goricom,10538,Montenegro,Sweden,,4,1.33,1.67,1.1,1.83,1,1,2,1,0,1,80,9,7,1,2,0,2,0,0,2,0,2,14,8,5,3,9,5,15,18,,,,
UEFA Euro Qualifiers,1416157200,Nov 16 2014 - 5:00pm,complete,Amsterdam ArenA (Amsterdam),47500,Netherlands,Latvia,,4,1,0.67,1.3,0.5,6,0,6,3,3,0,6;35;42;78;82;89,,14,2,1,0,2,0,0,1,2,0,15,8,9,3,6,5,9,9,,,,
UEFA Euro Qualifiers,1416157200,Nov 16 2014 - 5:00pm,complete,Stade Roi Baudouin,41535,Belgium,Wales,,4,2,2.33,2.3,2.1,0,0,0,0,0,0,,,8,3,0,0,4,0,0,0,1,3,13,8,7,5,6,3,7,9,,,,
UEFA Euro Qualifiers,1416157200,Nov 16 2014 - 5:00pm,complete,Neo GSP (NicosÃ­a (LevkosÃ­a)),6078,Cyprus,Andorra,,4,1,0,1.2,0,5,0,5,3,3,0,10;31;42;60;87,,3,0,0,0,2,0,0,0,1,1,10,3,4,0,6,3,10,14,77,23,,
UEFA Euro Qualifiers,1416157200,Nov 16 2014 - 5:00pm,complete,Bakcell Arena,9200,Azerbaijan,Norway,,4,0,2,0.6,1.58,0,1,1,1,0,1,,25,5,4,2,0,3,0,0,2,1,2,6,10,2,3,4,7,14,18,,,,
UEFA Euro Qualifiers,1416167100,Nov 16 2014 - 7:45pm,complete,Doosan ArÃ©na,11533,Czech Republic,Iceland,,4,3,3,2.2,2,2,1,3,2,1,1,45+1;61,9,8,3,1,0,4,0,0,1,1,3,18,5,6,2,12,3,18,16,61,39,,
UEFA Euro Qualifiers,1416167100,Nov 16 2014 - 7:45pm,complete,TÃ¼rk Telekom Stadyumu,27549,Turkey,Kazakhstan,,4,0.33,0.33,1.8,0.5,3,1,4,2,2,0,26;29;83,87,4,6,3,0,1,0,1,2,0,1,13,3,5,3,8,0,13,19,,,,
UEFA Euro Qualifiers,1416167100,Nov 16 2014 - 7:45pm,complete,Sammy Ofer Stadium,28300,Israel,Bosnia-Herzegovina,,4,3,0.67,1.3,1.5,3,0,3,2,2,0,36;45;70,,2,3,3,0,2,1,2,1,0,3,11,11,7,4,4,7,5,15,,,,
UEFA Euro Qualifiers,1416167100,Nov 16 2014 - 7:45pm,complete,Stadion Vasil Levski,3300,Bulgaria,Malta,,4,1,0,1.1,0.2,1,1,2,1,1,0,6,49,12,3,1,0,4,0,0,1,1,3,15,6,3,2,12,4,14,10,,,,
UEFA Euro Qualifiers,1416167100,Nov 16 2014 - 7:45pm,complete,Stadio Giuseppe Meazza,63222,Italy,Croatia,,4,3,3,2.4,2.1,1,1,2,2,1,1,11,15,0,5,1,0,2,0,0,1,1,1,6,14,3,8,3,6,13,12,46,54,,
FIFA World Cup Qualifiers,1426143600,Mar 12 2015 - 7:00am,complete,Stadion Nasional Timor Leste,9000,Timor-Leste,Mongolia,,,0,0,0.8,0,4,1,5,2,2,0,4;7;84;85,87,,,1,0,2,0,1,0,1,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1426150800,Mar 12 2015 - 9:00am,complete,Army Stadium,8000,Cambodia,Macau,,,0,0,0.4,0.5,3,0,3,0,0,0,64;81;90+4,,,,0,0,1,0,0,0,0,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1426152600,Mar 12 2015 - 9:30am,complete,Sugathadasa Stadium,3500,Sri Lanka,Bhutan,,,0,0,0,0.6,0,1,1,0,0,0,,82,,,1,0,2,0,1,0,1,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1426158000,Mar 12 2015 - 11:00am,complete,Kaohsiung National Stadium,6273,Taiwan,Brunei,,,0,0,0.38,1.5,0,1,1,1,0,1,,36,,,1,0,2,0,1,0,1,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1426167000,Mar 12 2015 - 1:30pm,complete,Indira Gandhi Athletic Stadium,11200,India,Nepal,,,0,0,0.7,0.5,2,0,2,0,0,0,53;71,,3,2,2,0,2,0,1,1,1,1,7,5,4,2,3,3,19,4,50,50,,
FIFA World Cup Qualifiers,1426174200,Mar 12 2015 - 3:30pm,complete,Grand Hamad Stadium (Al-Arabi Stadium) (ad-DÅha (Doha)),300,Yemen,Pakistan,,,0,0,0.7,0.5,3,1,4,1,1,0,3;56;69,67,,,2,0,2,0,1,1,1,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1426579200,Mar 17 2015 - 8:00am,complete,Football Centre MFF (Ulan Bator (Ulaanbaatar)),5000,Mongolia,Timor-Leste,,,0,3,0,0.8,0,1,1,1,0,1,,9,,,4,0,1,0,0,4,1,0,,,,,,,,,,,,
FIFA World Cup Qualifiers,1426585500,Mar 17 2015 - 9:45am,complete,Dashrath Rangasala,10500,Nepal,India,,,0,3,0.5,0.7,0,0,0,0,0,0,,,,,1,0,3,0,0,1,1,2,,,,,,,,,,,,
FIFA World Cup Qualifiers,1426586400,Mar 17 2015 - 10:00am,complete,Changlimithang National Stadium,15000,Bhutan,Sri Lanka,,,3,0,0.6,0,2,1,3,2,1,1,5;90,34,,,2,0,1,0,1,1,0,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1426593600,Mar 17 2015 - 12:00pm,complete,Macau Olympic Complex Stadium (Taipa),1000,Macau,Cambodia,,,0,3,0.5,0.4,1,1,2,1,0,1,52,28,,,0,0,1,0,0,0,0,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1426594500,Mar 17 2015 - 12:15pm,complete,Stadium Sultan Hassanal Bolkiah,18000,Brunei,Taiwan,,,3,0,1.5,0.38,0,2,2,1,0,1,,37;53,,,3,0,1,0,0,3,0,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1427124600,Mar 23 2015 - 3:30pm,complete,Madinat 'Isa Stadium (al-ManÄma (Manama)),2200,Pakistan,Yemen,,,0,3,0.5,0.7,0,0,0,0,0,0,,,5,11,2,0,1,0,1,1,0,1,9,12,3,5,6,7,19,10,47,53,,
UEFA Euro Qualifiers,1427485500,Mar 27 2015 - 7:45pm,complete,Telekom Arena (Skopje),3447,North Macedonia,Belarus,,5,0.75,0.25,0.4,1.1,1,2,3,2,1,1,9,43;82,3,3,5,0,5,0,1,4,2,3,8,12,2,9,6,3,18,23,53,47,,
UEFA Euro Qualifiers,1427485500,Mar 27 2015 - 7:45pm,complete,Å tadiÃ³n Pod DubÅˆom,9524,Slovakia,Luxembourg,,5,3,0.25,2.2,0.4,3,0,3,3,3,0,10;21;40,,5,3,2,0,3,0,1,1,1,2,8,3,5,2,3,1,7,18,,,,
UEFA Euro Qualifiers,1427485500,Mar 27 2015 - 7:45pm,complete,Estadio RamÃ³n SÃ¡nchez PizjuÃ¡n,33775,Spain,Ukraine,,5,2.25,2.25,2.7,1.92,1,0,1,1,1,0,28,,2,5,1,0,3,0,0,1,1,2,12,12,5,6,7,6,14,21,60,40,,
UEFA Euro Qualifiers,1427485500,Mar 27 2015 - 7:45pm,complete,Wembley Stadium,83671,England,Lithuania,,5,3,1.5,3,1,4,0,4,2,2,0,7;45;58;73,,8,1,1,0,2,0,0,1,1,1,14,3,5,0,9,3,11,12,,,,
UEFA Euro Qualifiers,1427485500,Mar 27 2015 - 7:45pm,complete,Stadion StoÅ¾ice,8325,Slovenia,San Marino,,5,1.5,0.25,1.42,0.1,6,0,6,1,1,0,10;49;50;52;73;88,,19,1,0,0,3,0,0,0,1,2,36,2,18,0,18,2,9,7,,,,
UEFA Euro Qualifiers,1427485500,Mar 27 2015 - 7:45pm,complete,swissporarena,14500,Switzerland,Estonia,,5,1.5,1,2.1,1,3,0,3,2,2,0,17;27;80,,2,1,2,0,2,0,0,2,1,1,14,5,6,0,8,5,9,12,,,,
UEFA Euro Qualifiers,1427485500,Mar 27 2015 - 7:45pm,complete,Rheinpark Stadion,5864,Liechtenstein,Austria,,5,1,2.5,0.5,2.8,0,5,5,2,0,2,,14;16;58;74;90+3,1,3,1,0,1,0,1,0,1,0,4,8,2,2,2,6,9,13,,,,
UEFA Euro Qualifiers,1427485500,Mar 27 2015 - 7:45pm,complete,Stadionul Zimbru,10375,Moldova,Sweden,,5,0.25,1.5,0.2,1.83,0,2,2,0,0,0,,46;84,3,5,4,0,3,1,2,2,1,3,4,16,2,8,2,8,16,10,,,,
UEFA Euro Qualifiers,1427485500,Mar 27 2015 - 7:45pm,complete,Stadion Pod Goricom,,Montenegro,Russia,,5,1.25,1.25,1.1,2,0,3,3,0,0,0,,,3,7,2,0,2,0,0,2,2,0,3,11,0,6,3,5,13,9,67,33,,
